,atemp,casual,count,datetime,holiday,humidity,registered,season,temp,weather,windspeed,workingday,day,year,month,hour,dp_reg,dp_cas
1241,34.85,0,0,2011-05-29 17:00:00,0,70,0,2,30.34,1,19.0012,0,6,2011,5,18,7,3
1242,34.85,0,0,2011-05-29 18:00:00,0,74,0,2,29.52,1,19.0012,0,6,2011,5,19,7,3
1243,34.85,0,0,2011-05-29 19:00:00,0,74,0,2,29.52,1,16.9979,0,6,2011,5,20,6,4
1244,33.335,0,0,2011-05-29 20:00:00,0,79,0,2,28.7,1,12.998,0,6,2011,5,21,6,4
1245,31.82,0,0,2011-05-29 21:00:00,0,83,0,2,27.88,1,11.0014,0,6,2011,5,22,2,4
1246,29.545,0,0,2011-05-29 22:00:00,0,89,0,2,27.06,1,8.9981,0,6,2011,5,23,2,4
1247,29.545,0,0,2011-05-29 23:00:00,0,89,0,2,27.06,1,11.0014,0,6,2011,5,24,2,4
1248,28.03,0,0,2011-05-30 00:00:00,1,94,0,2,26.24,1,12.998,0,0,2011,5,1,1,1
1249,28.03,0,0,2011-05-30 01:00:00,1,94,0,2,26.24,1,8.9981,0,0,2011,5,2,1,1
1250,28.03,0,0,2011-05-30 02:00:00,1,94,0,2,26.24,1,12.998,0,0,2011,5,3,1,1
1251,28.03,0,0,2011-05-30 03:00:00,1,94,0,2,26.24,1,12.998,0,0,2011,5,4,1,1
1252,27.275,0,0,2011-05-30 04:00:00,1,94,0,2,25.42,1,11.0014,0,0,2011,5,5,1,1
1253,27.275,0,0,2011-05-30 05:00:00,1,94,0,2,25.42,2,7.0015,0,0,2011,5,6,1,1
1254,28.03,0,0,2011-05-30 06:00:00,1,94,0,2,26.24,2,6.0032,0,0,2011,5,7,1,1
1255,28.03,0,0,2011-05-30 07:00:00,1,94,0,2,26.24,2,0.0,0,0,2011,5,8,4,1
1256,29.545,0,0,2011-05-30 08:00:00,1,89,0,2,27.06,2,7.0015,0,0,2011,5,9,5,2
1257,34.85,0,0,2011-05-30 09:00:00,1,74,0,2,29.52,1,6.0032,0,0,2011,5,10,3,3
1258,37.88,0,0,2011-05-30 10:00:00,1,55,0,2,32.8,1,16.9979,0,0,2011,5,11,3,3
1259,38.635,0,0,2011-05-30 11:00:00,1,52,0,2,33.62,1,0.0,0,0,2011,5,12,3,3
1260,40.15,0,0,2011-05-30 12:00:00,1,47,0,2,35.26,1,7.0015,0,0,2011,5,13,3,3
1261,39.395,0,0,2011-05-30 13:00:00,1,44,0,2,35.26,1,6.0032,0,0,2011,5,14,3,3
1262,40.15,0,0,2011-05-30 14:00:00,1,39,0,2,36.08,1,0.0,0,0,2011,5,15,3,3
1263,40.15,0,0,2011-05-30 15:00:00,1,39,0,2,36.08,1,16.9979,0,0,2011,5,16,3,3
1264,39.395,0,0,2011-05-30 16:00:00,1,37,0,2,36.08,1,19.0012,0,0,2011,5,17,3,3
1265,39.395,0,0,2011-05-30 17:00:00,1,41,0,2,35.26,1,15.0013,0,0,2011,5,18,7,3
1266,39.395,0,0,2011-05-30 18:00:00,1,41,0,2,35.26,1,11.0014,0,0,2011,5,19,7,3
1267,25.0,0,0,2011-05-30 19:00:00,1,48,0,2,21.32,2,7.0015,0,0,2011,5,20,6,4
1268,35.605,0,0,2011-05-30 20:00:00,1,58,0,2,31.16,1,0.0,0,0,2011,5,21,6,4
1269,34.85,0,0,2011-05-30 21:00:00,1,70,0,2,30.34,1,8.9981,0,0,2011,5,22,2,4
1270,34.85,0,0,2011-05-30 22:00:00,1,74,0,2,29.52,1,11.0014,0,0,2011,5,23,2,4
1271,33.335,0,0,2011-05-30 23:00:00,1,84,0,2,28.7,1,7.0015,0,0,2011,5,24,2,4
1272,33.335,0,0,2011-05-31 00:00:00,0,79,0,2,28.7,1,6.0032,1,1,2011,5,1,1,1
1273,31.82,0,0,2011-05-31 01:00:00,0,89,0,2,27.88,1,6.0032,1,1,2011,5,2,1,1
1274,29.545,0,0,2011-05-31 02:00:00,0,94,0,2,27.06,2,8.9981,1,1,2011,5,3,1,1
1275,28.03,0,0,2011-05-31 03:00:00,0,94,0,2,26.24,2,0.0,1,1,2011,5,4,1,1
1276,30.305,0,0,2011-05-31 04:00:00,0,83,0,2,27.06,1,6.0032,1,1,2011,5,5,1,1
1277,30.305,0,0,2011-05-31 05:00:00,0,83,0,2,27.06,1,6.0032,1,1,2011,5,6,1,1
1278,31.82,0,0,2011-05-31 06:00:00,0,79,0,2,27.88,1,6.0032,1,1,2011,5,7,1,1
1279,34.85,0,0,2011-05-31 07:00:00,0,66,0,2,30.34,1,7.0015,1,1,2011,5,8,4,1
1280,37.12,0,0,2011-05-31 08:00:00,0,59,0,2,31.98,1,8.9981,1,1,2011,5,9,5,2
1281,37.88,0,0,2011-05-31 09:00:00,0,55,0,2,32.8,1,8.9981,1,1,2011,5,10,3,3
1282,39.395,0,0,2011-05-31 10:00:00,0,56,0,2,33.62,1,8.9981,1,1,2011,5,11,3,3
1283,40.15,0,0,2011-05-31 11:00:00,0,47,0,2,35.26,1,0.0,1,1,2011,5,12,3,3
1284,40.15,0,0,2011-05-31 12:00:00,0,47,0,2,35.26,1,8.9981,1,1,2011,5,13,3,3
1285,41.665,0,0,2011-05-31 13:00:00,0,39,0,2,36.9,1,11.0014,1,1,2011,5,14,3,3
1286,40.91,0,0,2011-05-31 14:00:00,0,37,0,2,36.9,1,0.0,1,1,2011,5,15,3,3
1287,40.91,0,0,2011-05-31 15:00:00,0,37,0,2,36.9,1,11.0014,1,1,2011,5,16,3,3
1288,41.665,0,0,2011-05-31 16:00:00,0,39,0,2,36.9,1,8.9981,1,1,2011,5,17,3,3
1289,40.15,0,0,2011-05-31 17:00:00,0,53,0,2,34.44,1,15.0013,1,1,2011,5,18,7,3
1290,40.15,0,0,2011-05-31 18:00:00,0,53,0,2,34.44,1,12.998,1,1,2011,5,19,7,3
1291,37.12,0,0,2011-05-31 19:00:00,0,62,0,2,31.98,1,7.0015,1,1,2011,5,20,6,4
1292,37.12,0,0,2011-05-31 20:00:00,0,62,0,2,31.98,1,7.0015,1,1,2011,5,21,6,4
1293,36.365,0,0,2011-05-31 21:00:00,0,66,0,2,31.16,1,7.0015,1,1,2011,5,22,2,4
1294,34.85,0,0,2011-05-31 22:00:00,0,70,0,2,30.34,1,11.0014,1,1,2011,5,23,2,4
1295,34.85,0,0,2011-05-31 23:00:00,0,79,0,2,29.52,1,6.0032,1,1,2011,5,24,2,4
1296,30.305,0,0,2011-06-20 00:00:00,0,83,0,2,27.06,1,11.0014,1,0,2011,6,1,1,1
1297,28.79,0,0,2011-06-20 01:00:00,0,89,0,2,26.24,1,6.0032,1,0,2011,6,2,1,1
1298,28.79,0,0,2011-06-20 02:00:00,0,89,0,2,26.24,1,6.0032,1,0,2011,6,3,1,1
1299,28.79,0,0,2011-06-20 03:00:00,0,89,0,2,26.24,3,0.0,1,0,2011,6,4,1,1
1300,28.03,0,0,2011-06-20 04:00:00,0,88,0,2,25.42,3,11.0014,1,0,2011,6,5,1,1
1301,28.79,0,0,2011-06-20 05:00:00,0,83,0,2,25.42,3,8.9981,1,0,2011,6,6,1,1
1302,28.79,0,0,2011-06-20 06:00:00,0,78,0,2,24.6,3,8.9981,1,0,2011,6,7,1,1
1303,26.515,0,0,2011-06-20 07:00:00,0,88,0,2,22.96,3,12.998,1,0,2011,6,8,4,1
1304,26.515,0,0,2011-06-20 08:00:00,0,83,0,2,22.96,3,12.998,1,0,2011,6,9,5,2
1305,28.79,0,0,2011-06-20 09:00:00,0,78,0,2,24.6,2,16.9979,1,0,2011,6,10,3,3
1306,28.79,0,0,2011-06-20 10:00:00,0,78,0,2,24.6,2,16.9979,1,0,2011,6,11,3,3
1307,28.79,0,0,2011-06-20 11:00:00,0,78,0,2,24.6,2,7.0015,1,0,2011,6,12,3,3
1308,30.305,0,0,2011-06-20 12:00:00,0,69,0,2,25.42,2,7.0015,1,0,2011,6,13,3,3
1309,30.305,0,0,2011-06-20 13:00:00,0,65,0,2,26.24,1,7.0015,1,0,2011,6,14,3,3
1310,31.06,0,0,2011-06-20 14:00:00,0,61,0,2,27.06,1,7.0015,1,0,2011,6,15,3,3
1311,31.06,0,0,2011-06-20 15:00:00,0,61,0,2,27.06,1,8.9981,1,0,2011,6,16,3,3
1312,32.575,0,0,2011-06-20 16:00:00,0,58,0,2,28.7,1,11.0014,1,0,2011,6,17,3,3
1313,32.575,0,0,2011-06-20 17:00:00,0,54,0,2,28.7,1,0.0,1,0,2011,6,18,7,3
1314,32.575,0,0,2011-06-20 18:00:00,0,61,0,2,28.7,1,16.9979,1,0,2011,6,19,7,3
1315,31.06,0,0,2011-06-20 19:00:00,0,65,0,2,27.06,1,15.0013,1,0,2011,6,20,6,4
1316,31.06,0,0,2011-06-20 20:00:00,0,69,0,2,27.06,1,15.0013,1,0,2011,6,21,6,4
1317,30.305,0,0,2011-06-20 21:00:00,0,73,0,2,26.24,1,11.0014,1,0,2011,6,22,2,4
1318,30.305,0,0,2011-06-20 22:00:00,0,73,0,2,26.24,2,15.0013,1,0,2011,6,23,2,4
1319,29.545,0,0,2011-06-20 23:00:00,0,78,0,2,25.42,1,16.9979,1,0,2011,6,24,2,4
1320,29.545,0,0,2011-06-21 00:00:00,0,78,0,3,25.42,1,11.0014,1,1,2011,6,1,1,1
1321,29.545,0,0,2011-06-21 01:00:00,0,78,0,3,25.42,3,11.0014,1,1,2011,6,2,1,1
1322,28.79,0,0,2011-06-21 02:00:00,0,83,0,3,25.42,3,11.0014,1,1,2011,6,3,1,1
1323,28.79,0,0,2011-06-21 03:00:00,0,83,0,3,25.42,3,11.0014,1,1,2011,6,4,1,1
1324,27.275,0,0,2011-06-21 04:00:00,0,88,0,3,24.6,2,7.0015,1,1,2011,6,5,1,1
1325,27.275,0,0,2011-06-21 05:00:00,0,88,0,3,24.6,2,8.9981,1,1,2011,6,6,1,1
1326,27.275,0,0,2011-06-21 06:00:00,0,88,0,3,24.6,2,8.9981,1,1,2011,6,7,1,1
1327,25.76,0,0,2011-06-21 07:00:00,0,94,0,3,24.6,2,0.0,1,1,2011,6,8,4,1
1328,28.03,0,0,2011-06-21 08:00:00,0,88,0,3,25.42,2,7.0015,1,1,2011,6,9,5,2
1329,28.03,0,0,2011-06-21 09:00:00,0,88,0,3,25.42,2,16.9979,1,1,2011,6,10,3,3
1330,28.79,0,0,2011-06-21 10:00:00,0,83,0,3,26.24,2,12.998,1,1,2011,6,11,3,3
1331,30.305,0,0,2011-06-21 11:00:00,0,83,0,3,27.06,1,11.0014,1,1,2011,6,12,3,3
1332,33.335,0,0,2011-06-21 12:00:00,0,74,0,3,28.7,1,11.0014,1,1,2011,6,13,3,3
1333,34.85,0,0,2011-06-21 13:00:00,0,66,0,3,30.34,1,11.0014,1,1,2011,6,14,3,3
1334,35.605,0,0,2011-06-21 14:00:00,0,62,0,3,31.16,1,15.0013,1,1,2011,6,15,3,3
1335,37.12,0,0,2011-06-21 15:00:00,0,59,0,3,31.98,1,16.9979,1,1,2011,6,16,3,3
1336,38.635,0,0,2011-06-21 16:00:00,0,59,0,3,32.8,1,15.0013,1,1,2011,6,17,3,3
1337,37.88,0,0,2011-06-21 17:00:00,0,66,0,3,31.98,1,15.0013,1,1,2011,6,18,7,3
1338,36.365,0,0,2011-06-21 18:00:00,0,70,0,3,31.16,2,16.9979,1,1,2011,6,19,7,3
1339,35.605,0,0,2011-06-21 19:00:00,0,74,0,3,30.34,2,15.0013,1,1,2011,6,20,6,4
1340,34.85,0,0,2011-06-21 20:00:00,0,70,0,3,30.34,3,15.0013,1,1,2011,6,21,6,4
1341,34.85,0,0,2011-06-21 21:00:00,0,74,0,3,29.52,1,12.998,1,1,2011,6,22,2,4
1342,33.335,0,0,2011-06-21 22:00:00,0,79,0,3,28.7,1,7.0015,1,1,2011,6,23,2,4
1343,33.335,0,0,2011-06-21 23:00:00,0,74,0,3,28.7,1,7.0015,1,1,2011,6,24,2,4
1344,30.305,0,0,2011-06-22 00:00:00,0,78,0,3,27.06,1,12.998,1,2,2011,6,1,1,1
1345,30.305,0,0,2011-06-22 01:00:00,0,78,0,3,27.06,1,8.9981,1,2,2011,6,2,1,1
1346,30.305,0,0,2011-06-22 02:00:00,0,78,0,3,27.06,1,0.0,1,2,2011,6,3,1,1
1347,30.305,0,0,2011-06-22 03:00:00,0,78,0,3,27.06,1,8.9981,1,2,2011,6,4,1,1
1348,28.79,0,0,2011-06-22 04:00:00,0,83,0,3,26.24,1,0.0,1,2,2011,6,5,1,1
1349,28.79,0,0,2011-06-22 05:00:00,0,89,0,3,26.24,1,0.0,1,2,2011,6,6,1,1
1350,30.305,0,0,2011-06-22 06:00:00,0,83,0,3,27.06,1,0.0,1,2,2011,6,7,1,1
1351,33.335,0,0,2011-06-22 07:00:00,0,79,0,3,28.7,1,0.0,1,2,2011,6,8,4,1
1352,34.85,0,0,2011-06-22 08:00:00,0,74,0,3,29.52,1,7.0015,1,2,2011,6,9,5,2
1353,34.85,0,0,2011-06-22 09:00:00,0,79,0,3,29.52,1,11.0014,1,2,2011,6,10,3,3
1354,34.85,0,0,2011-06-22 10:00:00,0,70,0,3,30.34,1,16.9979,1,2,2011,6,11,3,3
1355,34.85,0,0,2011-06-22 11:00:00,0,70,0,3,30.34,1,11.0014,1,2,2011,6,12,3,3
1356,38.635,0,0,2011-06-22 12:00:00,0,59,0,3,32.8,2,15.0013,1,2,2011,6,13,3,3
1357,39.395,0,0,2011-06-22 13:00:00,0,56,0,3,33.62,2,16.9979,1,2,2011,6,14,3,3
1358,38.635,0,0,2011-06-22 14:00:00,0,52,0,3,33.62,2,19.0012,1,2,2011,6,15,3,3
1359,39.395,0,0,2011-06-22 15:00:00,0,56,0,3,33.62,2,19.0012,1,2,2011,6,16,3,3
1360,40.15,0,0,2011-06-22 16:00:00,0,59,0,3,33.62,2,22.0028,1,2,2011,6,17,3,3
1361,37.88,0,0,2011-06-22 17:00:00,0,55,0,3,32.8,2,26.0027,1,2,2011,6,18,7,3
1362,38.635,0,0,2011-06-22 18:00:00,0,59,0,3,32.8,2,16.9979,1,2,2011,6,19,7,3
1363,37.12,0,0,2011-06-22 19:00:00,0,52,0,3,32.8,2,16.9979,1,2,2011,6,20,6,4
1364,35.605,0,0,2011-06-22 20:00:00,0,74,0,3,30.34,1,8.9981,1,2,2011,6,21,6,4
1365,35.605,0,0,2011-06-22 21:00:00,0,79,0,3,30.34,1,11.0014,1,2,2011,6,22,2,4
1366,34.85,0,0,2011-06-22 22:00:00,0,79,0,3,29.52,2,12.998,1,2,2011,6,23,2,4
1367,34.85,0,0,2011-06-22 23:00:00,0,79,0,3,29.52,2,15.0013,1,2,2011,6,24,2,4
1368,34.85,0,0,2011-06-23 00:00:00,0,79,0,3,29.52,1,15.0013,1,3,2011,6,1,1,1
1369,34.85,0,0,2011-06-23 01:00:00,0,74,0,3,29.52,1,15.0013,1,3,2011,6,2,1,1
1370,34.85,0,0,2011-06-23 02:00:00,0,74,0,3,29.52,1,15.0013,1,3,2011,6,3,1,1
1371,34.85,0,0,2011-06-23 03:00:00,0,74,0,3,29.52,2,11.0014,1,3,2011,6,4,1,1
1372,33.335,0,0,2011-06-23 04:00:00,0,79,0,3,28.7,2,8.9981,1,3,2011,6,5,1,1
1373,34.85,0,0,2011-06-23 05:00:00,0,74,0,3,29.52,1,11.0014,1,3,2011,6,6,1,1
1374,34.85,0,0,2011-06-23 06:00:00,0,74,0,3,29.52,1,11.0014,1,3,2011,6,7,1,1
1375,34.85,0,0,2011-06-23 07:00:00,0,74,0,3,29.52,2,8.9981,1,3,2011,6,8,4,1
1376,34.85,0,0,2011-06-23 08:00:00,0,70,0,3,30.34,2,12.998,1,3,2011,6,9,5,2
1377,34.85,0,0,2011-06-23 09:00:00,0,70,0,3,30.34,2,8.9981,1,3,2011,6,10,3,3
1378,36.365,0,0,2011-06-23 10:00:00,0,66,0,3,31.16,2,8.9981,1,3,2011,6,11,3,3
1379,36.365,0,0,2011-06-23 11:00:00,0,66,0,3,31.16,3,16.9979,1,3,2011,6,12,3,3
1380,36.365,0,0,2011-06-23 12:00:00,0,66,0,3,31.16,2,19.0012,1,3,2011,6,13,3,3
1381,35.605,0,0,2011-06-23 13:00:00,0,62,0,3,31.16,2,19.0012,1,3,2011,6,14,3,3
1382,36.365,0,0,2011-06-23 14:00:00,0,66,0,3,31.16,2,19.9995,1,3,2011,6,15,3,3
1383,34.85,0,0,2011-06-23 15:00:00,0,52,0,3,31.16,2,23.9994,1,3,2011,6,16,3,3
1384,34.09,0,0,2011-06-23 16:00:00,0,62,0,3,30.34,2,19.9995,1,3,2011,6,17,3,3
1385,34.09,0,0,2011-06-23 17:00:00,0,70,0,3,29.52,2,23.9994,1,3,2011,6,18,7,3
1386,34.09,0,0,2011-06-23 18:00:00,0,70,0,3,29.52,1,27.9993,1,3,2011,6,19,7,3
1387,34.09,0,0,2011-06-23 19:00:00,0,70,0,3,29.52,1,23.9994,1,3,2011,6,20,6,4
1388,33.335,0,0,2011-06-23 20:00:00,0,74,0,3,28.7,1,15.0013,1,3,2011,6,21,6,4
1389,33.335,0,0,2011-06-23 21:00:00,0,74,0,3,28.7,1,12.998,1,3,2011,6,22,2,4
1390,33.335,0,0,2011-06-23 22:00:00,0,74,0,3,28.7,2,15.0013,1,3,2011,6,23,2,4
1391,33.335,0,0,2011-06-23 23:00:00,0,74,0,3,28.7,1,19.0012,1,3,2011,6,24,2,4
1392,31.82,0,0,2011-06-24 00:00:00,0,79,0,3,27.88,1,12.998,1,4,2011,6,1,1,1
1393,30.305,0,0,2011-06-24 01:00:00,0,83,0,3,27.06,1,22.0028,1,4,2011,6,2,1,1
1394,30.305,0,0,2011-06-24 02:00:00,0,83,0,3,27.06,1,22.0028,1,4,2011,6,3,1,1
1395,30.305,0,0,2011-06-24 03:00:00,0,83,0,3,27.06,1,11.0014,1,4,2011,6,4,1,1
1396,30.305,0,0,2011-06-24 04:00:00,0,83,0,3,27.06,1,6.0032,1,4,2011,6,5,1,1
1397,28.79,0,0,2011-06-24 05:00:00,0,89,0,3,26.24,1,6.0032,1,4,2011,6,6,1,1
1398,30.305,0,0,2011-06-24 06:00:00,0,83,0,3,27.06,1,8.9981,1,4,2011,6,7,1,1
1399,30.305,0,0,2011-06-24 07:00:00,0,83,0,3,27.06,2,15.0013,1,4,2011,6,8,4,1
1400,33.335,0,0,2011-06-24 08:00:00,0,74,0,3,28.7,1,15.0013,1,4,2011,6,9,5,2
1401,34.09,0,0,2011-06-24 09:00:00,0,62,0,3,30.34,1,8.9981,1,4,2011,6,10,3,3
1402,36.365,0,0,2011-06-24 10:00:00,0,43,0,3,32.8,1,19.0012,1,4,2011,6,11,3,3
1403,35.605,0,0,2011-06-24 11:00:00,0,38,0,3,32.8,1,22.0028,1,4,2011,6,12,3,3
1404,35.605,0,0,2011-06-24 12:00:00,0,41,0,3,32.8,1,19.0012,1,4,2011,6,13,3,3
1405,35.605,0,0,2011-06-24 13:00:00,0,36,0,3,32.8,1,15.0013,1,4,2011,6,14,3,3
1406,34.85,0,0,2011-06-24 14:00:00,0,43,0,3,31.98,1,19.0012,1,4,2011,6,15,3,3
1407,36.365,0,0,2011-06-24 15:00:00,0,34,0,3,33.62,1,26.0027,1,4,2011,6,16,3,3
1408,34.85,0,0,2011-06-24 16:00:00,0,33,0,3,32.8,1,27.9993,1,4,2011,6,17,3,3
1409,33.335,0,0,2011-06-24 17:00:00,0,37,0,3,31.16,1,16.9979,1,4,2011,6,18,7,3
1410,33.335,0,0,2011-06-24 18:00:00,0,37,0,3,31.16,1,19.9995,1,4,2011,6,19,7,3
1411,32.575,0,0,2011-06-24 19:00:00,0,40,0,3,30.34,1,15.0013,1,4,2011,6,20,6,4
1412,32.575,0,0,2011-06-24 20:00:00,0,45,0,3,29.52,1,11.0014,1,4,2011,6,21,6,4
1413,32.575,0,0,2011-06-24 21:00:00,0,48,0,3,28.7,1,8.9981,1,4,2011,6,22,2,4
1414,32.575,0,0,2011-06-24 22:00:00,0,48,0,3,28.7,1,0.0,1,4,2011,6,23,2,4
1415,31.82,0,0,2011-06-24 23:00:00,0,51,0,3,27.88,1,8.9981,1,4,2011,6,24,2,4
1416,31.82,0,0,2011-06-25 00:00:00,0,47,0,3,27.88,1,11.0014,0,5,2011,6,1,1,1
1417,31.06,0,0,2011-06-25 01:00:00,0,50,0,3,27.06,1,11.0014,0,5,2011,6,2,1,1
1418,31.06,0,0,2011-06-25 02:00:00,0,50,0,3,27.06,2,12.998,0,5,2011,6,3,1,1
1419,31.06,0,0,2011-06-25 03:00:00,0,57,0,3,26.24,1,12.998,0,5,2011,6,4,1,1
1420,31.06,0,0,2011-06-25 04:00:00,0,57,0,3,26.24,1,12.998,0,5,2011,6,5,1,1
1421,30.305,0,0,2011-06-25 05:00:00,0,61,0,3,25.42,1,8.9981,0,5,2011,6,6,1,1
1422,31.06,0,0,2011-06-25 06:00:00,0,57,0,3,26.24,1,15.0013,0,5,2011,6,7,1,1
1423,31.06,0,0,2011-06-25 07:00:00,0,57,0,3,26.24,1,19.0012,0,5,2011,6,8,4,1
1424,32.575,0,0,2011-06-25 08:00:00,0,48,0,3,28.7,1,16.9979,0,5,2011,6,9,5,2
1425,32.575,0,0,2011-06-25 09:00:00,0,45,0,3,29.52,1,16.9979,0,5,2011,6,10,3,3
1426,32.575,0,0,2011-06-25 10:00:00,0,45,0,3,29.52,1,12.998,0,5,2011,6,11,3,3
1427,33.335,0,0,2011-06-25 11:00:00,0,42,0,3,30.34,1,0.0,0,5,2011,6,12,3,3
1428,32.575,0,0,2011-06-25 12:00:00,0,40,0,3,30.34,1,19.0012,0,5,2011,6,13,3,3
1429,32.575,0,0,2011-06-25 13:00:00,0,40,0,3,30.34,1,19.0012,0,5,2011,6,14,3,3
1430,33.335,0,0,2011-06-25 14:00:00,0,45,0,3,30.34,1,19.9995,0,5,2011,6,15,3,3
1431,33.335,0,0,2011-06-25 15:00:00,0,45,0,3,30.34,1,0.0,0,5,2011,6,16,3,3
1432,34.09,0,0,2011-06-25 16:00:00,0,43,0,3,31.16,1,19.9995,0,5,2011,6,17,3,3
1433,33.335,0,0,2011-06-25 17:00:00,0,42,0,3,30.34,1,15.0013,0,5,2011,6,18,7,3
1434,32.575,0,0,2011-06-25 18:00:00,0,45,0,3,29.52,1,16.9979,0,5,2011,6,19,7,3
1435,33.335,0,0,2011-06-25 19:00:00,0,48,0,3,29.52,1,19.0012,0,5,2011,6,20,6,4
1436,32.575,0,0,2011-06-25 20:00:00,0,48,0,3,28.7,1,12.998,0,5,2011,6,21,6,4
1437,31.82,0,0,2011-06-25 21:00:00,0,51,0,3,27.88,1,11.0014,0,5,2011,6,22,2,4
1438,31.82,0,0,2011-06-25 22:00:00,0,47,0,3,27.88,1,12.998,0,5,2011,6,23,2,4
1439,31.06,0,0,2011-06-25 23:00:00,0,50,0,3,27.06,2,19.9995,0,5,2011,6,24,2,4
1440,31.06,0,0,2011-06-26 00:00:00,0,53,0,3,26.24,1,0.0,0,6,2011,6,1,1,1
1441,31.06,0,0,2011-06-26 01:00:00,0,53,0,3,26.24,1,7.0015,0,6,2011,6,2,1,1
1442,31.06,0,0,2011-06-26 02:00:00,0,57,0,3,25.42,1,7.0015,0,6,2011,6,3,1,1
1443,30.305,0,0,2011-06-26 03:00:00,0,64,0,3,24.6,1,7.0015,0,6,2011,6,4,1,1
1444,30.305,0,0,2011-06-26 04:00:00,0,64,0,3,24.6,1,6.0032,0,6,2011,6,5,1,1
1445,30.305,0,0,2011-06-26 05:00:00,0,64,0,3,24.6,1,0.0,0,6,2011,6,6,1,1
1446,30.305,0,0,2011-06-26 06:00:00,0,64,0,3,24.6,1,0.0,0,6,2011,6,7,1,1
1447,30.305,0,0,2011-06-26 07:00:00,0,61,0,3,25.42,1,0.0,0,6,2011,6,8,4,1
1448,31.06,0,0,2011-06-26 08:00:00,0,61,0,3,26.24,1,12.998,0,6,2011,6,9,5,2
1449,31.06,0,0,2011-06-26 09:00:00,0,54,0,3,27.06,1,6.0032,0,6,2011,6,10,3,3
1450,33.335,0,0,2011-06-26 10:00:00,0,48,0,3,29.52,1,7.0015,0,6,2011,6,11,3,3
1451,32.575,0,0,2011-06-26 11:00:00,0,45,0,3,29.52,1,8.9981,0,6,2011,6,12,3,3
1452,32.575,0,0,2011-06-26 12:00:00,0,40,0,3,30.34,1,11.0014,0,6,2011,6,13,3,3
1453,32.575,0,0,2011-06-26 13:00:00,0,40,0,3,30.34,1,0.0,0,6,2011,6,14,3,3
1454,32.575,0,0,2011-06-26 14:00:00,0,40,0,3,30.34,1,8.9981,0,6,2011,6,15,3,3
1455,32.575,0,0,2011-06-26 15:00:00,0,40,0,3,30.34,1,0.0,0,6,2011,6,16,3,3
1456,33.335,0,0,2011-06-26 16:00:00,0,42,0,3,30.34,1,12.998,0,6,2011,6,17,3,3
1457,32.575,0,0,2011-06-26 17:00:00,0,42,0,3,29.52,2,11.0014,0,6,2011,6,18,7,3
1458,32.575,0,0,2011-06-26 18:00:00,0,45,0,3,29.52,2,16.9979,0,6,2011,6,19,7,3
1459,33.335,0,0,2011-06-26 19:00:00,0,48,0,3,29.52,2,8.9981,0,6,2011,6,20,6,4
1460,32.575,0,0,2011-06-26 20:00:00,0,48,0,3,28.7,2,7.0015,0,6,2011,6,21,6,4
1461,32.575,0,0,2011-06-26 21:00:00,0,54,0,3,28.7,2,7.0015,0,6,2011,6,22,2,4
1462,32.575,0,0,2011-06-26 22:00:00,0,51,0,3,28.7,1,0.0,0,6,2011,6,23,2,4
1463,32.575,0,0,2011-06-26 23:00:00,0,54,0,3,28.7,1,6.0032,0,6,2011,6,24,2,4
1464,30.305,0,0,2011-06-27 00:00:00,0,73,0,3,26.24,3,19.0012,1,0,2011,6,1,1,1
1465,29.545,0,0,2011-06-27 01:00:00,0,78,0,3,25.42,2,8.9981,1,0,2011,6,2,1,1
1466,29.545,0,0,2011-06-27 02:00:00,0,78,0,3,25.42,3,8.9981,1,0,2011,6,3,1,1
1467,29.545,0,0,2011-06-27 03:00:00,0,78,0,3,25.42,3,8.9981,1,0,2011,6,4,1,1
1468,28.03,0,0,2011-06-27 04:00:00,0,83,0,3,24.6,2,11.0014,1,0,2011,6,5,1,1
1469,28.79,0,0,2011-06-27 05:00:00,0,83,0,3,25.42,2,11.0014,1,0,2011,6,6,1,1
1470,29.545,0,0,2011-06-27 06:00:00,0,78,0,3,25.42,2,11.0014,1,0,2011,6,7,1,1
1471,30.305,0,0,2011-06-27 07:00:00,0,73,0,3,26.24,2,15.0013,1,0,2011,6,8,4,1
1472,31.06,0,0,2011-06-27 08:00:00,0,74,0,3,27.06,1,12.998,1,0,2011,6,9,5,2
1473,33.335,0,0,2011-06-27 09:00:00,0,54,0,3,29.52,2,0.0,1,0,2011,6,10,3,3
1474,33.335,0,0,2011-06-27 10:00:00,0,54,0,3,29.52,2,8.9981,1,0,2011,6,11,3,3
1475,32.575,0,0,2011-06-27 11:00:00,0,58,0,3,28.7,2,0.0,1,0,2011,6,12,3,3
1476,33.335,0,0,2011-06-27 12:00:00,0,54,0,3,29.52,2,0.0,1,0,2011,6,13,3,3
1477,33.335,0,0,2011-06-27 13:00:00,0,58,0,3,29.52,2,15.0013,1,0,2011,6,14,3,3
1478,33.335,0,0,2011-06-27 14:00:00,0,58,0,3,29.52,2,6.0032,1,0,2011,6,15,3,3
1479,34.09,0,0,2011-06-27 15:00:00,0,55,0,3,30.34,2,0.0,1,0,2011,6,16,3,3
1480,34.09,0,0,2011-06-27 16:00:00,0,55,0,3,30.34,1,7.0015,1,0,2011,6,17,3,3
1481,34.09,0,0,2011-06-27 17:00:00,0,55,0,3,30.34,1,8.9981,1,0,2011,6,18,7,3
